2 2.5168 1.996
3 2.51264 2.992
4 2.50848 3.99
5 2.5064 4.988
6 2.2984 5.982
7 2.38576 6.982
8 1.68688 7.924
9 0.85904 8.968
10 0.09776 9.876
11 0.07488 9.9
