2 2.3236 2.02056 1.992
3 2.48312 2.34272 2.992
4 2.47896 2.34264 3.99
5 2.37312 2.23264 4.982
6 2.00992 1.20088 5.974
7 1.66672 1.30016 6.788
8 1.45792 0.50688 7.87
9 0.55272 0.3216 8.95
10 0.08208 0.02376 9.872
11 0.13176 0.0 9.848
