2 2.42112 1.996
3 2.28384 2.992
4 2.28384 3.99
5 2.28384 4.988
6 2.27552 5.984
7 2.2568 6.98
8 1.84704 7.97
9 1.24384 8.734
10 0.01872 9.956
11 0.01664 9.958
