2 2.14032 2.23808 1.996
3 2.27136 2.23184 2.992
4 2.26928 2.21936 3.99
5 2.23184 2.18192 4.986
6 2.09456 1.70976 5.862
7 1.53712 1.4352 6.886
8 1.144 1.03376 7.794
9 0.80704 0.61152 8.596
10 0.0104 0.00832 9.956
11 0.00832 0.00208 9.964
