2 2.50224 2.39616 1.992
3 2.48976 2.26928 2.99
4 2.47936 2.08208 3.988
5 2.22768 1.976 4.982
6 2.2048 1.53088 5.962
7 1.25424 1.33328 6.942
8 1.05248 0.84864 7.918
9 0.77584 0.25376 8.906
10 0.09776 0.03952 9.838
11 0.08944 0.00832 9.876
