SACK and RED

0.492266666667 0.978933333333
0.0346638655462 0.0184

Reno and RED

0.462933333333 0.981066666667
0.0322222222222 0.0149333333333

Reno and DropTail

0.528 0.972
0.00702106318957 0.0173333333333

Sack and DropTail

0.5232 0.9768
0.0180541624875 0.0146666666667

