2   2.02544   2.01872   1.992
3   2.35136   2.34056   2.992
4   2.34928   2.33848   3.99
5   2.24168   2.23448   4.982
6   2.05112   1.0712    5.978
7   1.23984   1.5564    6.812
8   0.69752   1.04976   7.922
9   0.43848   0.44256   8.938
10  0.08208   0.02376   9.872
11  0.06912   0.0       9.908
