2 2.5168 1.996
3 2.51264 2.992
4 2.50848 3.99
5 2.5064 4.988
6 1.94272 5.982
7 2.2568 6.982
8 1.13568 7.972
9 0.6448 8.974
10 0.10192 9.872
11 0.01872 9.956
